,price,area_tot,area_build,lon,lat
94578,900000.0,4800.0,302.0,6.062957,46.333372
94600,362800.0,0.0,100.0,6.057817,46.33535
94633,320000.0,0.0,65.0,6.0575730000000005,46.335466
94634,240000.0,488.0,0.0,6.057343,46.331903000000004
94678,170800.0,0.0,47.0,6.056916999999999,46.32933
94712,233750.0,0.0,0.0,6.056916999999999,46.32933
94746,280000.0,0.0,0.0,6.056916999999999,46.32933
94780,260000.0,0.0,0.0,6.056916999999999,46.32933
94814,395900.0,0.0,0.0,6.056916999999999,46.32933
94848,163800.0,0.0,0.0,6.056916999999999,46.32933
94882,284500.0,0.0,71.0,6.056916999999999,46.32933
94916,305000.0,0.0,0.0,6.056916999999999,46.32933
94950,312100.0,0.0,0.0,6.056916999999999,46.32933
94985,233750.0,0.0,51.0,6.056868,46.328983
95019,280000.0,0.0,70.0,6.056868,46.328983
95053,260000.0,0.0,70.0,6.056868,46.328983
95087,395900.0,0.0,115.0,6.056868,46.328983
95121,305000.0,0.0,70.0,6.056868,46.328983
95156,163800.0,0.0,47.0,6.056968,46.328706
95190,312100.0,0.0,71.0,6.056968,46.328706
95232,220000.0,0.0,54.0,6.056099,46.327395
95274,320000.0,2316.0,60.0,6.05449,46.3243
95308,450000.0,2316.0,60.0,6.05449,46.3243
95343,310000.0,488.0,54.0,6.054403,46.324017
95379,225000.0,0.0,61.0,6.054089,46.324284000000006
95415,165980.0,0.0,43.0,6.054029,46.324108
95449,359800.0,0.0,88.0,6.054029,46.324108
95459,727700.0,917.0,139.0,6.0602540000000005,46.337263
95460,350000.0,0.0,91.0,6.060583,46.328649
95477,160150.0,0.0,37.0,6.060583,46.328649
95496,350000.0,0.0,0.0,6.06076,46.328763
95513,126000.0,0.0,37.0,6.06076,46.328763
95530,160150.0,0.0,0.0,6.06076,46.328763
95547,98000.0,0.0,37.0,6.06076,46.328763
95568,158000.0,0.0,52.0,6.061212,46.329765
95586,257950.0,0.0,69.0,6.062207,46.329953
95603,85000.0,0.0,28.0,6.062207,46.329953
95620,100000.0,0.0,33.0,6.062207,46.329953
95637,185000.0,0.0,59.0,6.062207,46.329953
95654,240000.0,0.0,65.0,6.062207,46.329953
95679,271390.0,12.0,64.0,6.064182,46.331033000000005
95696,201300.0,12.0,48.0,6.064182,46.331033000000005
95700,126471.0,0.0,34.0,6.069531,46.337728000000006
95715,146000.0,0.0,34.0,6.069531,46.337728000000006
95730,210000.0,0.0,76.0,6.069531,46.337728000000006
95752,242000.0,0.0,79.0,6.071253,46.337637
95767,110000.0,0.0,30.0,6.071253,46.337637
95782,267100.0,0.0,78.0,6.071253,46.337637
95797,179000.0,0.0,50.0,6.071253,46.337637
95812,292000.0,0.0,79.0,6.071253,46.337637
95819,350000.0,605.0,139.0,6.0526919999999995,46.322683000000005
95854,315000.0,0.0,108.0,6.053261,46.3235
95885,208055.0,0.0,69.0,6.053261,46.3235
95916,224700.0,0.0,69.0,6.053261,46.3235
95947,17500.0,0.0,0.0,6.053261,46.3235
95978,400000.0,687.0,88.0,6.053261,46.3235
96010,260000.0,95.0,79.0,6.050688,46.32318
96050,165000.0,0.0,40.0,6.048342,46.323352
96067,605000.0,0.0,88.0,6.087313,46.328528999999996
96070,441750.0,0.0,88.0,6.087313,46.328528999999996
92807,750000.0,869.0,162.0,6.054515,46.328203
93738,771800.0,3930.0,250.0,6.093806,46.324745
96084,876290.0,2400.0,153.0,6.043198,46.334226
96139,774890.0,3338.0,202.0,6.044221,46.336638
96175,113250.0,0.0,32.0,6.062024,46.339545
96211,8400.0,0.0,0.0,6.062024,46.339545
92835,423050.0,2035.0,72.0,6.045796,46.352544
92865,575900.0,2631.0,162.0,6.047435,46.354143
96234,150000.0,0.0,57.0,6.05724,46.333576
96248,85000.0,0.0,24.0,6.057351000000001,46.333591
96260,155000.0,0.0,50.0,6.060199,46.332689
96269,2470.0,26.0,0.0,6.057551,46.334193
96270,105000.0,0.0,30.0,6.0574069999999995,46.334267
96283,532000.0,0.0,237.0,6.059,46.332305
96292,88180.0,0.0,19.0,6.059,46.332305
96304,532000.0,0.0,0.0,6.0587349999999995,46.332526
96322,154000.0,0.0,74.0,6.057132,46.33548
96342,114000.0,0.0,35.0,6.057132,46.33548
96366,158000.0,595.0,79.0,6.045488,46.359725
96399,140000.0,0.0,103.0,6.088466,46.325928000000005
96440,522000.0,375.0,122.0,6.089823,46.322720000000004
96454,410075.0,1388.0,108.0,6.047349,46.352183000000004
96469,152000.0,0.0,43.0,6.058105,46.331359
96481,389000.0,104.0,110.0,6.058178,46.334787
96497,290000.0,168.0,74.0,6.057544,46.335324
96500,210000.0,0.0,45.0,6.055872,46.340734999999995
96503,320000.0,0.0,71.0,6.055872,46.340734999999995
96508,310000.0,0.0,68.0,6.056497,46.338848999999996
96511,228000.0,0.0,49.0,6.056497,46.338848999999996
96514,325000.0,0.0,63.0,6.056497,46.338848999999996
96517,414600.0,0.0,102.0,6.056497,46.338848999999996
96520,310000.0,0.0,65.0,6.056497,46.338848999999996
96523,4000.0,0.0,0.0,6.056497,46.338848999999996
96526,551020.0,0.0,98.0,6.056497,46.338848999999996
96529,232000.0,0.0,48.0,6.056497,46.338848999999996
96532,655550.0,1000.0,200.0,6.054530000000001,46.328153
96536,534000.0,28.0,0.0,6.057504,46.331803
96609,677600.0,197.0,0.0,6.057504,46.331803
96685,162075.0,0.0,50.0,6.057597,46.331663
96762,165000.0,0.0,62.0,6.057607,46.331485
96839,422000.0,0.0,111.0,6.057739,46.331293
96922,20000.0,0.0,14.0,6.0580620000000005,46.330881
97002,534000.0,91.0,0.0,6.058335,46.330566999999995
97078,534000.0,74.0,105.0,6.058387000000001,46.330503
97152,807500.0,332.0,160.0,6.058527,46.330496999999994
97229,139000.0,0.0,53.0,6.059431,46.330813
97306,677600.0,790.0,100.0,6.058724,46.330114
93195,300000.0,0.0,81.0,6.062629,46.334911
93258,195556.5,0.0,44.0,6.063055,46.336220000000004
93307,408350.0,0.0,83.0,6.063055,46.336220000000004
93356,297200.0,0.0,69.0,6.063055,46.336220000000004
93405,213000.0,0.0,44.0,6.063055,46.336220000000004
93465,470000.0,210.0,103.0,6.063955,46.337383
93515,412000.0,288.0,52.0,6.064083,46.337437
93565,412000.0,72.0,0.0,6.064045,46.337478999999995
97339,172500.0,0.0,57.0,6.0575589999999995,46.333565
97351,136310.0,0.0,35.0,6.0575589999999995,46.333565
97363,210000.0,0.0,82.0,6.0575589999999995,46.333565
97375,215000.0,0.0,82.0,6.0575589999999995,46.333565
97389,310900.0,0.0,90.0,6.057757,46.333719
97402,374970.0,91.0,103.0,6.065187,46.337540999999995
97436,540000.0,702.0,129.0,6.070218,46.339012
97440,207000.0,0.0,35.0,6.0572230000000005,46.334435
97478,239920.0,0.0,46.0,6.057721,46.338558
97544,440000.0,818.0,96.0,6.058843,46.340115999999995
97609,125100.0,0.0,33.0,6.058843,46.340115999999995
97674,465000.0,810.0,91.0,6.058843,46.340115999999995
97739,335000.0,0.0,83.0,6.058843,46.340115999999995
97804,610400.0,894.0,133.0,6.058843,46.340115999999995
97869,570000.0,740.0,147.0,6.058843,46.340115999999995
97973,682000.0,2148.0,142.0,6.055976,46.34329
98044,0.0,16.0,0.0,6.052677,46.349907
98109,440000.0,16.0,0.0,6.052677,46.349907
98174,465000.0,16.0,0.0,6.052677,46.349907
98239,610400.0,16.0,0.0,6.052677,46.349907
98304,570000.0,16.0,0.0,6.052677,46.349907
98306,266000.0,0.0,64.0,6.070771,46.336575
98417,288230.0,0.0,77.0,6.070771,46.336575
98528,315000.0,0.0,0.0,6.070771,46.336575
98664,97640.0,0.0,23.0,6.071992,46.33706
98821,100100.0,68.0,20.0,6.088373000000001,46.324286
98943,794400.0,1010.0,168.0,6.087382,46.323926
99056,145000.0,0.0,37.0,6.088589,46.324176
99173,710000.0,798.0,140.0,6.088811,46.323979
99294,620000.0,909.0,112.0,6.090054,46.323625
99405,689400.0,1361.0,141.0,6.090054,46.323625
99416,315000.0,0.0,86.0,6.056526,46.32578
99447,272000.0,0.0,81.0,6.056269,46.325825
99477,265000.0,0.0,67.0,6.056648,46.325941
99506,334000.0,0.0,99.0,6.056648,46.325941
99536,175000.0,0.0,45.0,6.0566510000000005,46.325925
99565,230000.0,0.0,67.0,6.0566510000000005,46.325925
99595,12000.0,0.0,0.0,6.055952,46.325843
99624,121000.0,0.0,32.0,6.055952,46.325843
99662,188000.0,0.0,81.0,6.056711,46.324424
99691,285000.0,0.0,81.0,6.056711,46.324424
99722,455000.0,369.0,101.0,6.056386,46.323774
99734,205275.0,0.0,59.0,6.056312999999999,46.337265
99783,92270.0,0.0,27.0,6.056312999999999,46.337265
99833,365000.0,0.0,91.0,6.056289,46.337367
99892,188815.0,0.0,49.0,6.055624,46.339428000000005
99941,370000.0,0.0,135.0,6.055624,46.339428000000005
100011,1516427.0,3965.0,147.0,6.053008999999999,46.349257
100028,165500.0,0.0,0.0,6.056243,46.332570000000004
100047,219650.0,0.0,0.0,6.056243,46.332570000000004
100076,95500.0,0.0,47.0,6.0556589999999995,46.330504
100095,219650.0,0.0,80.0,6.0556589999999995,46.330504
100115,190000.0,0.0,83.0,6.055536,46.330271
100135,165500.0,0.0,66.0,6.056185,46.329445
100156,235491.0,0.0,48.0,6.05459,46.329637
100176,328000.0,0.0,83.0,6.054874,46.329463
100196,360000.0,0.0,83.0,6.055234,46.329263
100215,269600.0,0.0,71.0,6.055234,46.329263
100219,200000.0,0.0,149.0,6.058407,46.332685999999995
100222,145000.0,0.0,46.0,6.058407,46.332685999999995
100225,45000.0,0.0,39.0,6.058407,46.332685999999995
100228,140000.0,0.0,133.0,6.058407,46.332685999999995
100231,265000.0,0.0,0.0,6.058407,46.332685999999995
100234,3000.0,0.0,53.0,6.058407,46.332685999999995
100237,15000.0,0.0,14.0,6.058407,46.332685999999995
100240,125000.0,0.0,133.0,6.058407,46.332685999999995
100243,114500.0,0.0,0.0,6.058407,46.332685999999995
100246,0.0,0.0,0.0,6.058407,46.332685999999995
100249,165000.0,0.0,0.0,6.058407,46.332685999999995
100252,330000.0,0.0,117.0,6.058407,46.332685999999995
100256,265000.0,0.0,74.0,6.058257,46.332707
100259,114500.0,0.0,32.0,6.058257,46.332707
100262,273000.0,0.0,72.0,6.058257,46.332707
100265,0.0,0.0,46.0,6.058257,46.332707
100268,165000.0,0.0,46.0,6.058257,46.332707
100271,370000.0,0.0,75.0,6.0663800000000005,46.339338
100287,288000.0,0.0,66.0,6.066165,46.339064
100317,565000.0,1050.0,150.0,6.07238,46.339375
100325,223800.0,0.0,48.0,6.062578,46.346923
100329,195000.0,0.0,44.0,6.062578,46.346923
100333,16000.0,0.0,0.0,6.062578,46.346923
100337,287000.0,0.0,66.0,6.062578,46.346923
100343,380800.0,0.0,84.0,6.06243,46.346112
100346,425000.0,327.0,160.0,6.0555129999999995,46.321467999999996
100380,215000.0,0.0,77.0,6.058038,46.333188
100408,95000.0,0.0,33.0,6.0581949999999996,46.333284
100434,300000.0,0.0,140.0,6.0581949999999996,46.333284
100443,7373992.0,15657.0,7123.0,6.075814,46.337855
100460,521000.0,0.0,130.0,6.06146,46.336166999999996
100490,290000.0,0.0,70.0,6.063903,46.338848
100516,260000.0,0.0,68.0,6.063903,46.338848
100544,110000.0,0.0,32.0,6.063299,46.339357
100570,196650.0,0.0,65.0,6.063299,46.339357
100597,196650.0,0.0,0.0,6.063271,46.339631
100608,2500.0,0.0,220.0,6.05267,46.325653
100697,3000.0,0.0,0.0,6.052677,46.326724
100784,14500.0,0.0,0.0,6.052677,46.326724
100871,200000.0,0.0,77.0,6.052677,46.326724
100958,150000.0,0.0,71.0,6.052677,46.326724
101046,215000.0,0.0,80.0,6.052937,46.326932
101133,264165.0,0.0,104.0,6.052937,46.326932
101220,270000.0,0.0,77.0,6.052937,46.326932
101308,280000.0,0.0,89.0,6.05088,46.32675
101395,240000.0,0.0,80.0,6.05088,46.32675
101484,105000.0,0.0,37.0,6.049402,46.326025
101571,109000.0,0.0,37.0,6.049402,46.326025
101660,75000.0,0.0,31.0,6.048929,46.325782000000004
101747,120000.0,0.0,37.0,6.048929,46.325782000000004
101835,234000.0,0.0,83.0,6.048831,46.325731
101922,225000.0,0.0,79.0,6.048831,46.325731
102009,128000.0,0.0,48.0,6.048831,46.325731
102101,225000.0,0.0,80.0,6.050013,46.326387
102188,225000.0,0.0,88.0,6.050013,46.326387
102275,147955.0,0.0,31.0,6.050013,46.326387
102362,97000.0,0.0,31.0,6.050013,46.326387
102450,230000.0,0.0,80.0,6.049939,46.326446000000004
102537,125100.0,0.0,47.0,6.049939,46.326446000000004
102624,235000.0,0.0,88.0,6.049939,46.326446000000004
102711,200000.0,0.0,73.0,6.049939,46.326446000000004
102801,190000.0,0.0,77.0,6.049913,46.326506
102888,210000.0,0.0,104.0,6.049913,46.326506
102975,215000.0,0.0,79.0,6.049913,46.326506
103114,319000.0,0.0,78.0,6.050501000000001,46.325678
103209,190000.0,0.0,0.0,6.05213,46.326026
103296,210000.0,0.0,0.0,6.05213,46.326026
103383,200000.0,0.0,0.0,6.05213,46.326026
103470,75000.0,0.0,0.0,6.05213,46.326026
103557,225000.0,0.0,0.0,6.05213,46.326026
103644,280000.0,0.0,0.0,6.05213,46.326026
103731,234000.0,0.0,0.0,6.05213,46.326026
103818,225000.0,0.0,0.0,6.05213,46.326026
103905,5000.0,0.0,0.0,6.05213,46.326026
103992,264165.0,0.0,0.0,6.05213,46.326026
104079,147955.0,0.0,0.0,6.05213,46.326026
104166,120000.0,0.0,0.0,6.05213,46.326026
104253,150000.0,0.0,0.0,6.05213,46.326026
104340,105000.0,0.0,0.0,6.05213,46.326026
104427,230000.0,0.0,0.0,6.05213,46.326026
104514,270000.0,0.0,0.0,6.05213,46.326026
104601,109000.0,0.0,0.0,6.05213,46.326026
104688,225000.0,0.0,0.0,6.05213,46.326026
104775,125100.0,0.0,0.0,6.05213,46.326026
104862,235000.0,0.0,0.0,6.05213,46.326026
104949,128000.0,0.0,0.0,6.05213,46.326026
105036,200000.0,0.0,0.0,6.05213,46.326026
105123,215000.0,0.0,0.0,6.05213,46.326026
105135,168000.0,0.0,39.0,6.056401,46.334927
105156,637000.0,205.0,166.0,6.05633,46.334803
105173,243000.0,0.0,102.0,6.057357,46.332429
105234,338750.0,0.0,93.0,6.057361,46.332513
105312,76000.0,0.0,56.0,6.057422,46.333439
105374,165000.0,0.0,35.0,6.057437,46.333605
105432,75800.0,0.0,38.0,6.057472,46.333676000000004
105490,505540.0,82.0,140.0,6.057515,46.333755
105553,370000.0,745.0,66.0,6.057723999999999,46.334037
105575,578550.0,300.0,118.0,6.062233999999999,46.340275
105715,662820.0,842.0,105.0,6.063901,46.344981
105843,630000.0,576.0,136.0,6.062561,46.345207
105957,745000.0,503.0,112.0,6.061849,46.344914
106073,710000.0,430.0,200.0,6.061397,46.344177
106208,660000.0,1000.0,121.0,6.059517,46.347889
106327,344430.0,0.0,63.0,6.058315,46.348817
106438,340620.0,0.0,63.0,6.058315,46.348817
106469,510000.0,970.0,99.0,6.062231,46.333729999999996
106506,5566.0,0.0,0.0,6.063326999999999,46.334842
106537,587433.0,1478.0,125.0,6.058954,46.341073
106599,151000.0,0.0,39.0,6.057734,46.333218
106605,242910.0,0.0,88.0,6.066458,46.337606
106625,700000.0,2625.0,88.0,6.056775,46.332074
106672,1.0,0.0,104.0,6.0564,46.332631
106717,430000.0,0.0,104.0,6.0564,46.332631
106777,215000.0,0.0,81.0,6.054803,46.332817999999996
106823,184000.0,0.0,51.0,6.054636,46.332654999999995
106868,215000.0,0.0,0.0,6.054636,46.332654999999995
106913,15000.0,0.0,0.0,6.054636,46.332654999999995
106959,220000.0,0.0,74.0,6.055118,46.333317
107011,127000.0,365.0,101.0,6.053662999999999,46.333326
107060,725000.0,352.0,145.0,6.0539760000000005,46.333228000000005
107069,283000.0,0.0,74.0,6.056632,46.321469
107089,498500.0,305.0,101.0,6.0586459999999995,46.323316999999996
107104,570000.0,430.0,118.0,6.0586459999999995,46.323316999999996
107119,467390.0,403.0,104.0,6.0586459999999995,46.323316999999996
107134,457500.0,421.0,101.0,6.0586459999999995,46.323316999999996
107150,447000.0,646.0,105.0,6.058515,46.323353999999995
107165,330000.0,162.0,71.0,6.058515,46.323353999999995
107180,408600.0,271.0,105.0,6.058515,46.323353999999995
107195,469000.0,374.0,105.0,6.058515,46.323353999999995
107211,387101.0,381.0,81.0,6.058287,46.324079
107228,400920.0,307.0,80.0,6.057994,46.324664
107243,404979.0,413.0,81.0,6.057994,46.324664
107259,405000.0,0.0,140.0,6.056833,46.321731
107265,195000.0,0.0,0.0,6.063747,46.331563
107287,138000.0,0.0,38.0,6.063747,46.331563
107310,320000.0,0.0,0.0,6.061567,46.33096
107334,195000.0,0.0,46.0,6.063141000000001,46.331545
107360,320000.0,0.0,98.0,6.06203,46.332124
107382,176000.0,0.0,46.0,6.06203,46.332124
107406,223000.0,0.0,0.0,6.062358000000001,46.331193
107429,343790.0,0.0,98.0,6.062212000000001,46.331665
107453,103700.0,0.0,30.0,6.0626050000000005,46.330856
107477,161720.0,0.0,45.0,6.062433,46.330459000000005
107499,310000.0,0.0,98.0,6.062433,46.330459000000005
107521,135000.0,0.0,38.0,6.062433,46.330459000000005
107543,223000.0,0.0,50.0,6.062433,46.330459000000005
107566,257950.0,0.0,0.0,6.0618669999999995,46.331011
107588,210000.0,0.0,70.0,6.0618669999999995,46.331011
107610,350000.0,0.0,86.0,6.0618669999999995,46.331011
107632,185000.0,0.0,0.0,6.0618669999999995,46.331011
107658,193000.0,0.0,59.0,6.0612330000000005,46.330444
107680,199000.0,0.0,59.0,6.0612330000000005,46.330444
107702,160500.0,0.0,47.0,6.0612330000000005,46.330444
107724,361380.0,0.0,101.0,6.0612330000000005,46.330444
107735,210000.0,0.0,62.0,6.064882,46.337012
107745,339900.0,0.0,79.0,6.064882,46.337012
107746,278000.0,0.0,67.0,6.054566,46.322711
107777,383000.0,0.0,90.0,6.054566,46.322711
107846,1.0,25.0,0.0,6.021403,46.365384000000006
107885,388460.0,251.0,0.0,6.021403,46.365384000000006
107902,388460.0,1500.0,97.0,6.023676,46.361686999999996
107962,388460.0,105837.0,96.0,6.022551999999999,46.362671999999996
107964,380000.0,16.0,0.0,6.069605,46.293692
107969,671250.0,242.0,0.0,6.069605,46.293692
107989,320000.0,725.0,0.0,6.077754,46.291878999999994
107994,1.0,773.0,0.0,6.077754,46.291878999999994
107999,7574287.0,773.0,0.0,6.077754,46.291878999999994
108004,29888484.0,23975.0,0.0,6.077754,46.291878999999994
108009,720000.0,2061.0,0.0,6.077754,46.291878999999994
108014,5647191.5,0.0,0.0,6.077754,46.291878999999994
108019,280000.0,574.0,0.0,6.077754,46.291878999999994
108024,47200.0,210.0,0.0,6.077754,46.291878999999994
108029,720100.0,5475.0,0.0,6.0692639999999995,46.294605
108040,241000.0,0.0,0.0,6.078062,46.295468
108056,286000.0,0.0,0.0,6.078062,46.295468
108072,2200000.0,5480.0,0.0,6.078062,46.295468
108088,320000.0,0.0,0.0,6.078062,46.295468
108104,319000.0,0.0,0.0,6.078062,46.295468
108120,295000.0,0.0,0.0,6.078062,46.295468
108136,696000.0,44.0,0.0,6.078062,46.295468
108152,396000.0,0.0,0.0,6.078062,46.295468
108168,237000.0,0.0,0.0,6.078062,46.295468
108184,298500.0,0.0,0.0,6.078062,46.295468
108200,312000.0,0.0,0.0,6.078062,46.295468
108216,210000.0,0.0,0.0,6.078062,46.295468
108232,10000.0,2217.0,0.0,6.078062,46.295468
108248,307000.0,0.0,0.0,6.078062,46.295468
108264,238000.0,0.0,0.0,6.078062,46.295468
108280,305000.0,0.0,0.0,6.078062,46.295468
108296,310500.0,0.0,0.0,6.078062,46.295468
108312,311000.0,0.0,0.0,6.078062,46.295468
108328,323000.0,0.0,0.0,6.078062,46.295468
108344,308000.0,0.0,0.0,6.078062,46.295468
108360,215000.0,0.0,0.0,6.078062,46.295468
108376,210000.0,0.0,0.0,6.078062,46.295468
108392,217000.0,0.0,0.0,6.078062,46.295468
108408,656700.0,756.0,0.0,6.078062,46.295468
108424,207700.0,0.0,0.0,6.078062,46.295468
108456,430000.0,35.0,0.0,6.067014,46.299321
108462,580000.0,232.0,0.0,6.067014,46.299321
108468,475000.0,64.0,0.0,6.067014,46.299321
108480,1098495.0,24411.0,0.0,6.078624,46.295538
108481,1.0,1544.0,0.0,6.0748050000000005,46.29159
108488,399652.0,5310.0,0.0,6.0748050000000005,46.29159
108503,498000.0,843.0,109.0,6.072794,46.292116
108531,731980.0,1020.0,173.0,6.075228,46.290826
108559,295040.0,0.0,61.0,6.076376,46.290506
108565,720100.0,922.0,139.0,6.066289,46.29572
108566,165000.0,175.0,50.0,6.075229,46.295818
108573,208000.0,48.0,35.0,6.075183999999999,46.295671999999996
107975,671250.0,2260.0,167.0,6.070231,46.293458
107980,380000.0,22.0,0.0,6.070231,46.293458
107985,380000.0,182.0,71.0,6.070231,46.293458
108580,683300.0,732.0,179.0,6.078511,46.298275
108589,580000.0,0.0,156.0,6.067558,46.299960999999996
108476,272500.0,516.0,0.0,6.067817,46.299459000000006
108591,230000.0,0.0,33.0,6.071738,46.295970000000004
108606,2000000.0,3555.0,256.0,6.0739410000000005,46.29744
108646,220000.0,0.0,38.0,6.074974,46.296763
108678,13000.0,0.0,0.0,6.074974,46.296763
108710,425000.0,0.0,0.0,6.074974,46.296763
108742,350000.0,0.0,85.0,6.074974,46.296763
108775,13000.0,0.0,0.0,6.074948,46.296787
108807,425000.0,0.0,99.0,6.074948,46.296787
108839,350000.0,0.0,99.0,6.074948,46.296787
108872,13000.0,0.0,0.0,6.074973,46.296769
108913,2200000.0,563.0,122.0,6.075533999999999,46.296341
108919,269000.0,1308.0,21.0,6.068665,46.300683
108926,480000.0,1043.0,173.0,6.068665,46.300683
108936,375750.0,450.0,90.0,6.066778,46.300551
108943,273100.0,0.0,71.0,6.0753129999999995,46.297473
108989,215000.0,0.0,45.0,6.076064,46.298507
109024,260000.0,430.0,0.0,6.076969999999999,46.299296999999996
109055,300.0,716.0,0.0,6.076969999999999,46.299296999999996
109086,600000.0,2836.0,153.0,6.076969999999999,46.299296999999996
109098,176193.73,314.0,330.0,6.0716209999999995,46.294856
109128,1100000.0,2091.0,199.0,6.071499,46.294688
109160,500000.0,953.0,86.0,6.071257,46.293849
109178,665800.0,1062.0,129.0,6.067153,46.297769
109196,702193.0,1270.0,132.0,6.066873,46.297384
109225,659492.0,705.0,140.0,6.065123000000001,46.297478999999996
109236,506700.0,720.0,113.0,6.079144,46.296431
109249,656700.0,1094.0,113.0,6.079144,46.296431
109260,340000.0,702.0,67.0,6.069521,46.297378
109296,475000.0,1173.0,121.0,6.0690599999999995,46.298415000000006
109339,25600.0,444.0,260.0,6.0697209999999995,46.299644
109370,143220.0,0.0,35.0,6.069275,46.300109
109398,94250.0,0.0,25.0,6.069275,46.300109
109426,110170.0,0.0,25.0,6.069275,46.300109
109454,153645.0,0.0,34.0,6.069275,46.300109
109482,150400.0,0.0,34.0,6.069275,46.300109
109510,141850.0,0.0,34.0,6.069275,46.300109
109515,696000.0,992.0,157.0,6.077732,46.299415
108450,568400.0,1073.0,101.0,6.078481,46.297339
109520,664020.0,0.0,158.0,6.077056,46.298384999999996
109548,645000.0,710.0,148.0,6.07681,46.297421
109559,450000.0,280.0,104.0,6.074142,46.293856
109595,355000.0,0.0,75.0,6.07289,46.293555
109611,468184.0,875.0,92.0,6.067596,46.296888
109629,507620.0,302.0,104.0,6.073526,46.293246999999994
109670,410000.0,0.0,108.0,6.069621,46.297079
109684,225000.0,666.0,129.0,6.072916,46.296319
109696,200000.0,450.0,0.0,6.069074,46.297432
109733,127350.0,220.0,131.0,6.067748,46.298409
109761,430000.0,580.0,72.0,6.06763,46.298515
109797,570000.0,1660.0,92.0,6.066257,46.299812
109827,290000.0,700.0,0.0,6.065825,46.300253999999995
109831,804950.0,270.0,0.0,6.090484,46.348440000000004
109837,8000.0,109.0,0.0,6.086137,46.348031
109861,12000.0,0.0,0.0,6.086137,46.348031
109885,308000.0,0.0,296.0,6.086137,46.348031
109909,575000.0,44.0,296.0,6.086137,46.348031
109933,12000.0,0.0,0.0,6.086137,46.348031
109957,228000.0,0.0,74.0,6.086137,46.348031
110005,364600.0,1023.0,0.0,6.083480000000001,46.34898
110017,684400.0,161.0,0.0,6.083480000000001,46.34898
110029,610000.0,475.0,0.0,6.083480000000001,46.34898
110041,3420.0,57.0,0.0,6.083480000000001,46.34898
110053,690000.0,463.0,0.0,6.083480000000001,46.34898
109835,244055.0,0.0,67.0,6.090399,46.348424
110066,12000.0,0.0,0.0,6.0839739999999995,46.348534
110068,223000.0,0.0,80.0,6.0839739999999995,46.348534
109996,653430.0,1710.0,160.0,6.083572,46.347514000000004
110071,466800.0,0.0,96.0,6.090861,46.348304
110089,804950.0,760.0,162.0,6.091372,46.349727
110098,824950.0,1102.0,120.0,6.090964,46.350545000000004
110107,251600.0,65.0,75.0,6.087747,46.348217
110127,251600.0,84.0,45.0,6.08764,46.348247
110144,730000.0,266.0,226.0,6.087530999999999,46.347814
110188,160000.0,114.0,44.0,6.087862,46.347776
110235,165000.0,0.0,49.0,6.090017,46.347828
115137,12000.0,0.0,0.0,6.109021,46.257214000000005
115169,625000.0,0.0,190.0,6.109021,46.257214000000005
115201,131700.0,0.0,35.0,6.109021,46.257214000000005
115209,256000.0,0.0,0.0,6.114241000000001,46.254346000000005
115227,324000.0,0.0,0.0,6.114241000000001,46.254346000000005
115245,608000.0,0.0,0.0,6.114241000000001,46.254346000000005
115263,372000.0,0.0,0.0,6.114241000000001,46.254346000000005
115281,254000.0,0.0,0.0,6.114241000000001,46.254346000000005
115299,518000.0,0.0,0.0,6.114241000000001,46.254346000000005
115317,262000.0,0.0,0.0,6.114241000000001,46.254346000000005
115335,272000.0,0.0,0.0,6.114241000000001,46.254346000000005
115353,191000.0,0.0,0.0,6.114241000000001,46.254346000000005
115371,272000.0,0.0,0.0,6.114241000000001,46.254346000000005
115389,170000.0,0.0,0.0,6.114241000000001,46.254346000000005
115407,329000.0,0.0,0.0,6.114241000000001,46.254346000000005
115425,60000.0,795.0,0.0,6.114241000000001,46.254346000000005
115443,11905720.0,1564.0,0.0,6.114241000000001,46.254346000000005
115461,258000.0,0.0,0.0,6.114241000000001,46.254346000000005
115479,272000.0,0.0,0.0,6.114241000000001,46.254346000000005
115497,265000.0,0.0,0.0,6.114241000000001,46.254346000000005
115515,410000.0,0.0,0.0,6.114241000000001,46.254346000000005
115533,6958334.0,0.0,0.0,6.114241000000001,46.254346000000005
115551,14410331.0,0.0,0.0,6.114241000000001,46.254346000000005
115569,307000.0,0.0,0.0,6.114241000000001,46.254346000000005
115587,357500.0,0.0,0.0,6.114241000000001,46.254346000000005
115605,277000.0,0.0,0.0,6.114241000000001,46.254346000000005
115623,239000.0,0.0,0.0,6.114241000000001,46.254346000000005
115641,262000.0,0.0,0.0,6.114241000000001,46.254346000000005
115659,353000.0,0.0,0.0,6.114241000000001,46.254346000000005
115677,368000.0,0.0,0.0,6.114241000000001,46.254346000000005
115695,372000.0,0.0,0.0,6.114241000000001,46.254346000000005
115713,372000.0,0.0,0.0,6.114241000000001,46.254346000000005
115731,342000.0,0.0,0.0,6.114241000000001,46.254346000000005
115749,357000.0,0.0,0.0,6.114241000000001,46.254346000000005
115767,367000.0,0.0,0.0,6.114241000000001,46.254346000000005
115785,490000.0,0.0,0.0,6.114241000000001,46.254346000000005
115803,245000.0,0.0,0.0,6.114241000000001,46.254346000000005
115821,235000.0,0.0,0.0,6.114241000000001,46.254346000000005
115839,312000.0,0.0,0.0,6.114241000000001,46.254346000000005
